 64.72 ;max_white(1) 
 67.05 ;max_white(2) 
 67.42 ;max_white(3) 
 66.52 ;max_white(4) 
 65.95 ;max_white(5) 
 65.80 ;max_white(6) 
 66.34 ;max_white(7) 
 65.27 ;max_white(8) 
 53.19 ;max_black(1) 
 53.47 ;max_black(2) 
 53.72 ;max_black(3) 
 53.54 ;max_black(4) 
 53.41 ;max_black(5) 
 53.51 ;max_black(6) 
 53.69 ;max_black(7) 
 54.16 ;max_black(8) 
