 67.21 ;max_white(1) 
 71.75 ;max_white(2) 
 72.99 ;max_white(3) 
 76.00 ;max_white(4) 
 74.62 ;max_white(5) 
 74.58 ;max_white(6) 
 72.31 ;max_white(7) 
 70.08 ;max_white(8) 
 44.18 ;max_black(1) 
 44.44 ;max_black(2) 
 44.41 ;max_black(3) 
 44.72 ;max_black(4) 
 44.52 ;max_black(5) 
 44.95 ;max_black(6) 
 45.24 ;max_black(7) 
 47.55 ;max_black(8) 
