 65.10 ;max_white(1) 
 62.84 ;max_white(2) 
 66.10 ;max_white(3) 
 63.42 ;max_white(4) 
 77.90 ;max_white(5) 
 72.99 ;max_white(6) 
 68.97 ;max_white(7) 
 63.01 ;max_white(8) 
 45.50 ;max_black(1) 
 46.63 ;max_black(2) 
 45.77 ;max_black(3) 
 45.45 ;max_black(4) 
 46.42 ;max_black(5) 
 45.99 ;max_black(6) 
 46.35 ;max_black(7) 
 46.20 ;max_black(8) 
