 74.94 ;max_white(1) 
 79.84 ;max_white(2) 
 79.29 ;max_white(3) 
 78.64 ;max_white(4) 
137.89 ;max_white(5) 
 95.35 ;max_white(6) 
142.98 ;max_white(7) 
 97.78 ;max_white(8) 
 50.06 ;max_black(1) 
 50.33 ;max_black(2) 
 54.95 ;max_black(3) 
 53.64 ;max_black(4) 
 56.89 ;max_black(5) 
 60.36 ;max_black(6) 
 56.95 ;max_black(7) 
 52.92 ;max_black(8) 
